project,bug_id,tool,detected,rank,mrr,map,duration_seconds,execution_timestamp,comparison_timestamp,cpu_avg_percent,cpu_max_percent,memory_avg_bytes,memory_max_bytes,memory_limit_bytes,network_rx_total_bytes,network_tx_total_bytes,disk_read_total_bytes,disk_write_total_bytes,top@1,top@5,top@10
Chart,1,FlexFL,Yes,5.0,0.2,0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Chart,1,boostnsift,Yes,1.0,1.0,1.0,43.391459941864014,2025-11-05T15:01:15.694810,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,1,buglocator,Yes,14.0,0.071429,0.071429,0.0076777935028076,2025-11-15T23:43:32.013111,2025-12-22T16:51:23.142561,,,,,,,,,,0,0,0
Chart,1,locus,Yes,2.0,0.5,0.5,17.648810148239136,2025-11-05T14:02:09.328946,2025-12-22T16:51:23.142561,,,,,,,,,,0,1,1
Chart,2,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,2,boostnsift,Yes,5.0,0.2,0.2,39.549596071243286,2025-11-05T15:04:06.083735,2025-12-22T16:51:23.142561,,,,,,,,,,0,1,1
Chart,2,buglocator,Yes,3.0,0.333333,0.333333,0.0036532878875732,2025-11-15T23:43:32.019583,2025-12-22T16:51:23.142561,,,,,,,,,,0,1,1
Chart,2,locus,No,,0.0,0.0,129.43241262435913,2025-11-05T15:05:34.507780,2025-12-22T16:51:23.142561,,,,,,,,,,0,0,0
Chart,3,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,4,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,5,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,5,boostnsift,Yes,1.0,1.0,1.0,37.52573871612549,2025-11-05T15:05:38.426055,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,5,buglocator,Yes,1.0,1.0,1.0,0.0021164417266845,2025-11-15T23:43:32.019006,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,5,locus,Yes,1.0,1.0,1.0,54.81646728515625,2025-11-05T15:05:00.900250,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,6,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,7,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,8,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,9,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,9,boostnsift,Yes,1.0,1.0,1.0,36.4014790058136,2025-11-05T15:06:14.827586,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,9,buglocator,Yes,1.0,1.0,1.0,0.0017635822296142,2025-11-15T23:43:32.020830,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,9,locus,Yes,1.0,1.0,1.0,44.85454344749451,2025-11-05T15:06:19.362387,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,10,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,11,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,11,boostnsift,Yes,1.0,1.0,1.0,36.716718912124634,2025-11-05T15:01:34.123623,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,11,buglocator,Yes,1.0,1.0,1.0,0.0041604042053222,2025-11-15T23:43:32.011549,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,11,locus,No,,0.0,0.0,6.656730890274048,2025-11-05T11:11:40.504625,2025-12-22T16:51:23.142561,,,,,,,,,,0,0,0
Chart,12,FlexFL,Yes,3.0,0.3333333333333333,0.3333333333333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Chart,12,boostnsift,Yes,2.0,0.5,0.5,37.096739768981934,2025-11-05T15:02:11.220417,2025-12-22T16:51:23.142561,,,,,,,,,,0,1,1
Chart,12,buglocator,Yes,1.0,1.0,1.0,0.0029597282409667,2025-11-15T23:43:32.014547,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,12,locus,No,,0.0,0.0,50.69382166862488,2025-11-05T15:02:06.388679,2025-12-22T16:51:23.142561,,,,,,,,,,0,0,0
Chart,13,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,14,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,15,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,16,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,16,boostnsift,Yes,1.0,1.0,1.0,35.96269369125366,2025-11-05T15:02:47.183168,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,16,buglocator,Yes,1.0,1.0,1.0,0.0037224292755126,2025-11-15T23:43:32.016866,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,16,locus,Yes,1.0,1.0,1.0,43.24803876876831,2025-11-05T15:02:49.636771,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,17,FlexFL,Yes,2.0,0.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,17,boostnsift,Yes,1.0,1.0,1.0,36.897265911102295,2025-11-05T15:03:26.534088,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,17,buglocator,Yes,1.0,1.0,1.0,0.0013225078582763,2025-11-15T23:43:32.015898,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,17,locus,Yes,1.0,1.0,1.0,37.892099142074585,2025-11-05T15:03:25.075314,2025-12-22T16:51:23.142561,,,,,,,,,,1,1,1
Chart,18,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,19,FlexFL,Yes,5.0,0.2,0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,20,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,21,FlexFL,Yes,1.0,1.0,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,22,FlexFL,Yes,1.0,1.0,0.4166666666666666,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,23,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Chart,24,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,25,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Chart,26,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,1,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,1,boostnsift,Yes,6.0,0.166667,0.166667,9.538583040237429,2025-11-07T09:25:19.021572,2025-12-22T16:51:24.118642,68.925,137.85,60240691.0,120481382.0,134861973094.0,536.0,0.0,0.0,0.0,0,0,1
Cli,1,buglocator,Yes,1.0,1.0,1.0,0.0054609775543212,2025-11-15T23:39:49.625355,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,1,locus,Yes,1.0,1.0,1.0,19.666271448135376,2025-11-07T09:43:57.718085,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,2,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,2,boostnsift,Yes,1.0,1.0,1.0,9.589686393737791,2025-11-07T09:26:07.786513,2025-12-22T16:51:24.118642,29.075,52.94,152185077.5,276824064.0,134861973094.0,516.0,0.0,0.0,0.0,1,1,1
Cli,2,buglocator,Yes,11.0,0.090909,0.090909,4.207401514053345,2025-11-16T00:45:54.859952,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,2,locus,Yes,5.0,0.2,0.2,7.583317518234253,2025-11-07T09:44:40.528787,2025-12-22T16:51:24.118642,,,,,,,,,,0,1,1
Cli,3,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,3,boostnsift,Yes,9.0,0.111111,0.111111,9.341210126876833,2025-11-07T09:27:00.919103,2025-12-22T16:51:24.118642,6.755,13.51,15340666.5,30681333.0,134861973094.0,486.0,0.0,0.0,0.0,0,0,1
Cli,3,buglocator,Yes,9.0,0.111111,0.111111,4.210465431213379,2025-11-16T00:46:18.140148,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
Cli,3,locus,Yes,15.0,0.066667,0.066667,5.594307899475098,2025-11-07T09:45:35.862525,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,4,FlexFL,Yes,3.0,0.3333333333333333,0.3333333333333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,4,boostnsift,Yes,2.0,0.5,0.5,8.781509637832642,2025-11-07T09:27:50.435487,2025-12-22T16:51:24.118642,5.72,11.44,15419310.0,30838620.0,134861973094.0,266.0,0.0,0.0,0.0,0,1,1
Cli,4,buglocator,Yes,4.0,0.25,0.25,4.242783784866333,2025-11-16T00:46:41.495363,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
Cli,4,locus,Yes,7.0,0.142857,0.142857,5.784815549850464,2025-11-07T09:46:13.928297,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,1
Cli,5,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,5,boostnsift,Yes,8.0,0.125,0.125,9.140570878982544,2025-11-07T09:27:59.580376,2025-12-22T16:51:24.118642,6.58,13.16,15524167.5,31048335.0,134861973094.0,426.0,0.0,0.0,0.0,0,0,1
Cli,5,buglocator,Yes,9.0,0.111111,0.111111,4.2287397384643555,2025-11-16T00:46:45.724552,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
Cli,5,locus,Yes,3.0,0.333333,0.333333,10.3700053691864,2025-11-07T09:46:26.117101,2025-12-22T16:51:24.118642,,,,,,,,,,0,1,1
Cli,7,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,7,boostnsift,Yes,29.0,0.034483,0.034483,9.707533597946169,2025-11-07T09:28:07.227409,2025-12-22T16:51:24.118642,41.709999999999994,72.13,149180907.5,267386880.0,134861973094.0,736.0,0.0,0.0,,0,0,0
Cli,7,buglocator,Yes,55.0,0.018182,0.018182,4.3172688484191895,2025-11-16T00:46:48.027864,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,7,locus,No,,0.0,0.0,8.871518611907959,2025-11-07T09:46:31.493610,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,8,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,8,boostnsift,Yes,1.0,1.0,1.0,9.765016555786133,2025-11-07T09:28:09.367671,2025-12-22T16:51:24.118642,6.555,13.11,15377367.0,30754734.0,134861973094.0,266.0,0.0,0.0,0.0,1,1,1
Cli,8,buglocator,Yes,1.0,1.0,1.0,4.307786464691162,2025-11-16T00:46:50.033042,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Cli,8,locus,Yes,1.0,1.0,1.0,11.260704040527344,2025-11-07T09:46:37.381106,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,9,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,9,boostnsift,Yes,1.0,1.0,1.0,8.642167091369629,2025-11-07T09:28:15.872976,2025-12-22T16:51:24.118642,8.62,17.24,15587082.0,31174164.0,134861973094.0,486.0,0.0,0.0,0.0,1,1,1
Cli,9,buglocator,Yes,1.0,1.0,1.0,4.201379299163818,2025-11-16T00:46:52.229989,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Cli,9,locus,Yes,1.0,1.0,1.0,11.215731382369995,2025-11-07T09:46:42.713803,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,10,FlexFL,Yes,2.0,0.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,10,boostnsift,Yes,1.0,1.0,1.0,8.537782192230225,2025-11-07T09:25:18.032534,2025-12-22T16:51:24.118642,3.26,6.52,14129561.5,28259123.0,134861973094.0,486.0,0.0,0.0,0.0,1,1,1
Cli,10,buglocator,Yes,9.0,0.111111,0.111111,0.0058832168579101,2025-11-15T23:39:49.626732,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,1
Cli,10,locus,Yes,3.0,0.333333,0.333333,12.10680365562439,2025-11-07T09:43:50.174508,2025-12-22T16:51:24.118642,,,,,,,,,,0,1,1
Cli,11,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,11,boostnsift,Yes,4.0,0.25,0.25,8.810432434082031,2025-11-07T09:25:26.864946,2025-12-22T16:51:24.118642,4.795,9.59,14742978.5,29485957.0,134861973094.0,486.0,0.0,0.0,0.0,0,1,1
Cli,11,buglocator,Yes,3.0,0.333333,0.333333,0.0024249553680419,2025-11-15T23:39:49.627812,2025-12-22T16:51:24.118642,,,,,,,,,,0,1,1
Cli,11,locus,Yes,1.0,1.0,1.0,6.510647296905518,2025-11-07T09:43:56.689011,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,12,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,12,boostnsift,Yes,5.0,0.2,0.2,8.796995639801025,2025-11-07T09:25:27.821954,2025-12-22T16:51:24.118642,9.985,19.97,16819159.0,33638318.0,134861973094.0,376.0,0.0,0.0,0.0,0,1,1
Cli,12,buglocator,Yes,15.0,0.066667,0.066667,0.0023856163024902,2025-11-15T23:39:49.629200,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,12,locus,Yes,6.0,0.166667,0.166667,5.709444046020508,2025-11-07T09:44:02.402435,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,1
Cli,13,FlexFL,Yes,3.0,0.3333333333333333,0.3333333333333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Cli,13,boostnsift,Yes,4.0,0.25,0.25,9.802863836288452,2025-11-07T09:25:36.671748,2025-12-22T16:51:24.118642,4.89,9.78,15193866.0,30387732.0,134861973094.0,486.0,0.0,0.0,0.0,0,1,1
Cli,13,buglocator,Yes,4.0,0.25,0.375,0.0021967887878417,2025-11-15T23:39:49.630033,2025-12-22T16:51:24.118642,,,,,,,,,,0,1,1
Cli,13,locus,No,,0.0,0.0,9.748762130737305,2025-11-07T09:44:07.470572,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,14,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,14,boostnsift,Yes,11.0,0.090909,0.090909,10.822673797607422,2025-11-07T09:25:38.648438,2025-12-22T16:51:24.118642,6.6,13.2,15524167.5,31048335.0,134861973094.0,266.0,0.0,0.0,0.0,0,0,0
Cli,14,buglocator,Yes,57.0,0.017544,0.017544,0.0045013427734375,2025-11-15T23:39:49.633764,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,14,locus,No,,0.0,0.0,11.211214542388916,2025-11-07T09:44:13.616843,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,15,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,15,boostnsift,Yes,22.0,0.045455,0.045455,10.39322566986084,2025-11-07T09:25:47.085859,2025-12-22T16:51:24.118642,4.575,9.15,14475591.5,28951183.0,134861973094.0,486.0,0.0,0.0,0.0,0,0,0
Cli,15,buglocator,Yes,70.0,0.014286,0.014286,0.0041580200195312,2025-11-15T23:39:49.634297,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,15,locus,No,,0.0,0.0,4.4177539348602295,2025-11-07T09:44:11.888384,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,16,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,16,boostnsift,Yes,22.0,0.045455,0.045455,10.41222333908081,2025-11-07T09:25:49.064243,2025-12-22T16:51:24.118642,6.74,13.48,15345909.5,30691819.0,134861973094.0,426.0,0.0,0.0,0.0,0,0,0
Cli,16,buglocator,Yes,80.0,0.0125,0.0125,0.0048155784606933,2025-11-15T23:39:49.638615,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,16,locus,No,,0.0,0.0,8.811046123504639,2025-11-07T09:44:20.703084,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,17,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,17,boostnsift,Yes,1.0,1.0,1.0,9.104288339614868,2025-11-07T09:25:56.193770,2025-12-22T16:51:24.118642,6.08,12.16,15503196.0,31006392.0,134861973094.0,486.0,0.0,0.0,0.0,1,1,1
Cli,17,buglocator,Yes,1.0,1.0,1.0,0.0030398368835449,2025-11-15T23:39:49.637363,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,17,locus,Yes,1.0,1.0,1.0,12.432084321975708,2025-11-07T09:44:26.052135,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,18,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,18,boostnsift,Yes,1.0,1.0,1.0,9.115132570266724,2025-11-07T09:25:58.182378,2025-12-22T16:51:24.118642,6.915,13.83,15513681.5,31027363.0,134861973094.0,266.0,0.0,0.0,0.0,1,1,1
Cli,18,buglocator,Yes,2.0,0.5,0.5,0.0023245811462402,2025-11-15T23:39:49.639741,2025-12-22T16:51:24.118642,,,,,,,,,,0,1,1
Cli,18,locus,Yes,1.0,1.0,1.0,12.23528528213501,2025-11-07T09:44:32.942086,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,19,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,19,boostnsift,Yes,1.0,1.0,1.0,9.146728515625,2025-11-07T09:26:05.354014,2025-12-22T16:51:24.118642,4.51,9.02,14753464.0,29506928.0,134861973094.0,486.0,0.0,0.0,0.0,1,1,1
Cli,19,buglocator,Yes,2.0,0.5,0.5,4.240947484970093,2025-11-16T00:45:52.680893,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
Cli,19,locus,Yes,1.0,1.0,1.0,12.377612352371216,2025-11-07T09:44:38.433414,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,20,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,20,boostnsift,Yes,1.0,1.0,1.0,9.380700826644896,2025-11-07T09:26:14.738005,2025-12-22T16:51:24.118642,5.945,11.89,15823011.5,31646023.0,134861973094.0,266.0,0.0,0.0,0.0,1,1,1
Cli,20,buglocator,Yes,1.0,1.0,1.0,4.234686374664307,2025-11-16T00:45:56.916289,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Cli,20,locus,Yes,1.0,1.0,1.0,12.043623208999634,2025-11-07T09:44:50.480777,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,21,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Cli,21,boostnsift,Yes,2.0,0.5,0.5,9.756270408630373,2025-11-07T09:26:17.546893,2025-12-22T16:51:24.118642,5.51,11.02,15167651.5,30335303.0,134861973094.0,266.0,0.0,0.0,0.0,0,1,1
Cli,21,buglocator,Yes,56.0,0.017857,0.017857,4.335812330245972,2025-11-16T00:45:59.196661,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cli,21,locus,No,,0.0,0.0,10.957764387130736,2025-11-07T09:44:51.491369,2025-12-22T16:51:24.118642,,,,,,,,,,0,0,0
Cli,22,FlexFL,Yes,1.0,1.0,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,22,boostnsift,Yes,1.0,1.0,1.0,9.727585315704346,2025-11-07T09:26:24.480599,2025-12-22T16:51:24.118642,12.035,13.28,141730774.5,252392243.0,134861973094.0,736.0,0.0,0.0,0.0,1,1,1
Cli,22,buglocator,Yes,4.0,0.25,0.25,4.265631437301636,2025-11-16T00:46:01.182498,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
Cli,22,locus,Yes,3.0,0.333333,0.333333,5.68146824836731,2025-11-07T09:44:56.166644,2025-12-22T16:51:24.118642,,,,,,,,,,0,1,1
Cli,23,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,23,boostnsift,Yes,1.0,1.0,1.0,8.925835847854614,2025-11-07T09:26:26.476315,2025-12-22T16:51:24.118642,4.23,8.46,14821621.5,29643243.0,134861973094.0,266.0,0.0,0.0,0.0,1,1,1
Cli,23,buglocator,Yes,1.0,1.0,1.0,4.207015752792358,2025-11-16T00:46:03.404401,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Cli,23,locus,Yes,1.0,1.0,1.0,13.059091567993164,2025-11-07T09:45:04.554148,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,24,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,24,boostnsift,Yes,1.0,1.0,1.0,9.191767692565918,2025-11-07T09:26:33.675698,2025-12-22T16:51:24.118642,6.495,12.99,15513681.5,31027363.0,134861973094.0,486.0,0.0,0.0,0.0,1,1,1
Cli,24,buglocator,Yes,1.0,1.0,1.0,4.236159563064575,2025-11-16T00:46:05.419797,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Cli,24,locus,Yes,1.0,1.0,1.0,12.06726574897766,2025-11-07T09:45:08.237567,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,25,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,25,boostnsift,Yes,1.0,1.0,1.0,9.224417209625244,2025-11-07T09:26:35.705009,2025-12-22T16:51:24.118642,8.37,16.52,144860774.0,258054553.0,134861973094.0,516.0,0.0,0.0,0.0,1,1,1
Cli,25,buglocator,Yes,1.0,1.0,1.0,4.210161447525024,2025-11-16T00:46:07.615411,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Cli,25,locus,Yes,1.0,1.0,1.0,12.02556610107422,2025-11-07T09:45:16.583222,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,26,FlexFL,Yes,4.0,0.25,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,26,boostnsift,Yes,1.0,1.0,1.0,9.353282928466797,2025-11-07T09:26:43.828011,2025-12-22T16:51:24.118642,6.515,13.03,15298723.5,30597447.0,134861973094.0,646.0,0.0,0.0,0.0,1,1,1
Cli,26,buglocator,Yes,1.0,1.0,1.0,4.21170711517334,2025-11-16T00:46:09.632475,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Cli,26,locus,Yes,1.0,1.0,1.0,4.56702995300293,2025-11-07T09:45:12.804651,2025-12-22T16:51:24.118642,,,,,,,,,,1,1,1
Cli,27,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Cli,27,boostnsift,Yes,2.0,0.5,0.5,9.389070749282835,2025-11-07T09:26:45.109952,2025-12-22T16:51:24.118642,4.99,9.98,14774435.5,29548871.0,134861973094.0,426.0,0.0,0.0,0.0,0,1,1
Cli,27,buglocator,Yes,1.0,1.0,1.0,4.191815376281738,2025-11-16T00:46:11.808068,2025-12-22T16:51:24.118642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
