project,bug_id,tool,detected,rank,mrr,map,duration_seconds,execution_timestamp,comparison_timestamp,cpu_avg_percent,cpu_max_percent,memory_avg_bytes,memory_max_bytes,memory_limit_bytes,network_rx_total_bytes,network_tx_total_bytes,disk_read_total_bytes,disk_write_total_bytes,top@1,top@5,top@10
Closure,173,locus,Yes,7.0,0.142857,0.142857,77.27495694160461,2025-12-25T13:47:58.861469,2025-12-25T14:43:57.168082,,,,,,,,,,0,0,1
Closure,174,FlexFL,Yes,1.0,1.0,0.3333333333333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Closure,174,boostnsift,Yes,119.0,0.008403,0.008403,40.65853929519653,2025-11-18T15:25:57.850702,2025-12-22T16:51:27.706716,80.28333333333333,383.34,878212808.1666666,1516123455.0,134861973094.0,656.0,0.0,0.0,0.0,0,0,0
Closure,174,buglocator,Yes,289.0,0.00346,0.00346,18.371573209762573,2025-11-18T15:26:04.286416,2025-12-22T16:51:27.706716,358.505,691.5,897335688.5,1442035269.0,134861973094.0,806.0,0.0,0.0,0.0,0,0,0
Closure,174,locus,Yes,29.0,0.034483,0.034483,68.72532296180725,2025-12-25T13:48:48.777688,2025-12-25T14:43:57.168082,,,,,,,,,,0,0,0
Closure,175,FlexFL,Yes,2.0,0.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Closure,175,boostnsift,Yes,23.0,0.043478,0.043478,43.97757935523987,2025-11-18T15:26:48.267284,2025-12-22T16:51:27.706716,82.84166666666667,408.7,886554580.0,1521492164.0,134861973094.0,656.0,0.0,0.0,0.0,0,0,0
Closure,175,buglocator,Yes,16.0,0.0625,0.0625,22.06855344772339,2025-11-18T15:26:50.387714,2025-12-22T16:51:27.706716,154.08333333333334,366.41,534550063.3333333,1465657589.0,134861973094.0,586.0,0.0,0.0,0.0,0,0,0
Closure,175,locus,Yes,9.0,0.111111,0.111111,70.52063012123108,2025-12-25T13:49:09.383363,2025-12-25T14:43:57.168082,,,,,,,,,,0,0,1
Closure,176,FlexFL,Yes,2.0,0.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Closure,176,boostnsift,Yes,11.0,0.090909,0.090909,37.218419790267944,2025-11-18T15:27:27.609299,2025-12-22T16:51:27.706716,105.006,371.3,616074051.0,951687577.0,134861973094.0,656.0,0.0,0.0,0.0,0,0,0
Closure,176,buglocator,Yes,44.0,0.022727,0.022727,18.662804126739506,2025-11-18T15:27:37.995584,2025-12-22T16:51:27.706716,376.145,667.91,908727418.5,1465657589.0,134861973094.0,586.0,0.0,0.0,0.0,0,0,0
Closure,176,locus,Yes,29.0,0.034483,0.034483,77.41854190826416,2025-12-25T13:50:06.200740,2025-12-25T14:43:57.168082,,,,,,,,,,0,0,0
Codec,1,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Codec,1,boostnsift,Yes,13.0,0.076923,0.076923,9.304064512252808,2025-11-27T08:03:57.045699,2025-12-22T16:51:28.189176,1.85,3.7,11476664.0,22953328.0,134861973094.0,486.0,0.0,0.0,0.0,0,0,0
Codec,1,buglocator,Yes,24.0,0.041667,0.041667,8.258502721786499,2025-12-17T14:16:42.774565,2025-12-22T16:51:28.189176,,,,,,,,,,0,0,0
Codec,1,locus,Yes,24.0,0.041667,0.041667,8.748040437698364,2025-11-18T16:24:58.076388,2025-12-22T16:51:28.189176,,,,,,,,,,0,0,0
Codec,2,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,2,boostnsift,Yes,1.0,1.0,1.0,12.211563110351562,2025-11-18T16:27:46.430164,2025-12-22T16:51:28.189176,183.18,366.36,132907008.0,265814016.0,134861973094.0,626.0,0.0,0.0,0.0,1,1,1
Codec,2,buglocator,Yes,3.0,0.333333,0.333333,11.79552698135376,2025-12-17T14:17:50.104551,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,2,locus,Yes,1.0,1.0,1.0,5.2697837352752686,2025-11-18T16:27:35.324152,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,3,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,3,boostnsift,Yes,1.0,1.0,1.0,15.409609079360962,2025-11-18T16:28:01.850629,2025-12-22T16:51:28.189176,194.69,360.02,288830259.0,290665267.0,134861973094.0,696.0,0.0,0.0,,1,1,1
Codec,3,buglocator,Yes,1.0,1.0,1.0,7.362243890762329,2025-12-17T14:17:56.332390,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,3,locus,Yes,1.0,1.0,1.0,8.086237668991089,2025-11-18T16:27:50.233910,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,4,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Codec,4,boostnsift,Yes,2.0,0.5,0.5,10.822709321975708,2025-11-18T16:28:12.689266,2025-12-22T16:51:28.189176,8.91,14.99,179573882.0,336383180.0,134861973094.0,736.0,0.0,0.0,,0,1,1
Codec,4,buglocator,Yes,1.0,1.0,1.0,6.05515456199646,2025-12-17T14:17:56.159760,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,4,locus,Yes,1.0,1.0,1.0,8.032183170318604,2025-11-18T16:28:04.521119,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,5,FlexFL,Yes,2.0,0.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Codec,5,boostnsift,Yes,1.0,1.0,1.0,12.696401834487917,2025-11-18T16:28:25.388977,2025-12-22T16:51:28.189176,42.93,82.44,166440468.0,309959065.0,134861973094.0,736.0,0.0,0.0,0.0,1,1,1
Codec,5,buglocator,Yes,1.0,1.0,1.0,5.9778242111206055,2025-12-17T14:18:02.137659,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,5,locus,Yes,2.0,0.5,0.5,8.233251094818115,2025-11-18T16:28:18.381204,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,6,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,6,boostnsift,Yes,1.0,1.0,1.0,11.034069538116457,2025-11-18T16:28:36.426735,2025-12-22T16:51:28.189176,55.35,77.31,195181936.0,309120204.0,134861973094.0,516.0,0.0,0.0,,1,1,1
Codec,6,buglocator,Yes,1.0,1.0,1.0,6.533390283584595,2025-12-17T14:18:02.865833,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,6,locus,Yes,2.0,0.5,0.5,8.623705387115479,2025-11-18T16:28:32.035620,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,7,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,7,boostnsift,Yes,1.0,1.0,1.0,15.092483043670654,2025-11-18T16:28:52.646372,2025-12-22T16:51:28.189176,32.31333333333333,64.32,230522442.66666663,317718528.0,134861973094.0,586.0,0.0,0.0,,1,1,1
Codec,7,buglocator,Yes,1.0,1.0,1.0,7.785615205764771,2025-12-17T14:18:09.923327,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,7,locus,Yes,1.0,1.0,1.0,8.15966796875,2025-11-18T16:28:44.590118,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,8,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,8,boostnsift,Yes,2.0,0.5,0.5,11.432205200195312,2025-11-18T16:29:04.082014,2025-12-22T16:51:28.189176,18.73,20.85,184093245.0,336278323.0,134861973094.0,516.0,0.0,0.0,,0,1,1
Codec,8,buglocator,Yes,2.0,0.5,0.5,6.9140708446502686,2025-12-17T14:18:09.779959,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,8,locus,Yes,2.0,0.5,0.5,8.178285121917725,2025-11-18T16:28:59.437660,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,9,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,9,boostnsift,Yes,1.0,1.0,1.0,15.887873888015749,2025-11-18T16:29:20.726516,2025-12-22T16:51:28.189176,10.406666666666666,16.53,109349000.33333331,296432435.0,134861973094.0,516.0,0.0,0.0,0.0,1,1,1
Codec,9,buglocator,Yes,1.0,1.0,1.0,6.513041973114014,2025-12-17T14:18:16.293058,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,9,locus,Yes,1.0,1.0,1.0,10.47195553779602,2025-11-18T16:29:14.558149,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,10,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,10,boostnsift,Yes,1.0,1.0,1.0,14.096548318862917,2025-11-18T16:25:17.354240,2025-12-22T16:51:28.189176,35.59,92.01,118195486.33333331,264031436.0,134861973094.0,516.0,0.0,0.0,0.0,1,1,1
Codec,10,buglocator,Yes,1.0,1.0,1.0,11.635082244873049,2025-12-17T14:16:46.151294,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,10,locus,Yes,1.0,1.0,1.0,8.99011754989624,2025-11-18T16:25:08.939794,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,11,FlexFL,Yes,1.0,1.0,0.3333333333333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,11,boostnsift,Yes,1.0,1.0,1.0,14.088991403579712,2025-11-18T16:25:31.446237,2025-12-22T16:51:28.189176,37.355,73.33,151666032.0,280074649.0,134861973094.0,736.0,0.0,0.0,0.0,1,1,1
Codec,11,buglocator,Yes,2.0,0.5,0.5,14.14069437980652,2025-12-17T14:16:56.915313,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,11,locus,Yes,1.0,1.0,1.0,8.851516246795654,2025-11-18T16:25:23.218555,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,12,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Codec,12,boostnsift,Yes,4.0,0.25,0.25,14.95598077774048,2025-11-18T16:25:46.405313,2025-12-22T16:51:28.189176,5.026666666666666,12.12,114556928.0,320864256.0,134861973094.0,516.0,0.0,0.0,0.0,0,1,1
Codec,12,buglocator,Yes,4.0,0.25,0.25,14.61133861541748,2025-12-17T14:17:00.762690,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,12,locus,Yes,3.0,0.333333,0.333333,11.849783658981323,2025-11-18T16:25:41.284202,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,13,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,13,boostnsift,Yes,28.0,0.035714,0.035714,13.01365041732788,2025-11-18T16:26:00.696945,2025-12-22T16:51:28.189176,10.345,17.62,184738119.5,346554368.0,134861973094.0,586.0,0.0,0.0,0.0,0,0,0
Codec,13,buglocator,Yes,92.0,0.01087,0.01087,12.962295770645142,2025-12-17T14:17:09.877662,2025-12-22T16:51:28.189176,,,,,,,,,,0,0,0
Codec,13,locus,Yes,56.0,0.017857,0.017857,12.539467334747314,2025-11-18T16:25:58.948263,2025-12-22T16:51:28.189176,,,,,,,,,,0,0,0
Codec,14,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Codec,14,boostnsift,Yes,34.0,0.029412,0.029412,18.05488896369934,2025-11-18T16:26:24.271778,2025-12-22T16:51:28.189176,6.0566666666666675,15.99,106846398.66666669,297585868.0,134861973094.0,516.0,0.0,0.0,0.0,0,0,0
Codec,14,buglocator,Yes,7.0,0.142857,0.142857,14.707546710968018,2025-12-17T14:17:15.470293,2025-12-22T16:51:28.189176,,,,,,,,,,0,0,1
Codec,14,locus,Yes,15.0,0.066667,0.066667,11.851927042007446,2025-11-18T16:26:12.553020,2025-12-22T16:51:28.189176,,,,,,,,,,0,0,0
Codec,15,FlexFL,Yes,1.0,1.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,15,boostnsift,Yes,1.0,1.0,1.0,12.417723178863524,2025-11-18T16:26:36.692480,2025-12-22T16:51:28.189176,7.875,14.28,173161840.0,323590553.0,134861973094.0,516.0,0.0,0.0,,1,1,1
Codec,15,buglocator,Yes,1.0,1.0,1.0,13.594029903411863,2025-12-17T14:17:23.471746,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,15,locus,Yes,1.0,1.0,1.0,15.58266258239746,2025-11-18T16:26:34.418357,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,16,FlexFL,No,,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Codec,16,boostnsift,Yes,1.0,1.0,1.0,13.637586832046509,2025-11-18T16:26:54.525532,2025-12-22T16:51:28.189176,18.29,19.94,176679813.0,322122547.0,134861973094.0,516.0,0.0,0.0,,1,1,1
Codec,16,buglocator,Yes,1.0,1.0,1.0,14.61645483970642,2025-12-17T14:17:30.086807,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,16,locus,Yes,1.0,1.0,1.0,12.501885652542114,2025-11-18T16:26:49.197975,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,17,FlexFL,Yes,2.0,0.5,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Codec,17,boostnsift,Yes,3.0,0.333333,0.333333,13.260204315185549,2025-11-18T16:27:08.794083,2025-12-22T16:51:28.189176,7.905,13.48,199229439.5,375599923.0,134861973094.0,516.0,0.0,0.0,0.0,0,1,1
Codec,17,buglocator,Yes,1.0,1.0,1.0,14.83716320991516,2025-12-17T14:17:38.308963,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,17,locus,Yes,1.0,1.0,1.0,16.521202087402344,2025-11-18T16:27:11.051606,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Codec,18,FlexFL,Yes,4.0,0.25,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1
Codec,18,boostnsift,Yes,1.0,1.0,1.0,14.181652545928957,2025-11-18T16:27:30.050661,2025-12-22T16:51:28.189176,7.455,11.83,204257361.5,385771110.0,134861973094.0,516.0,0.0,0.0,,1,1,1
Codec,18,buglocator,Yes,5.0,0.2,0.2,18.883220195770264,2025-12-17T14:17:48.970092,2025-12-22T16:51:28.189176,,,,,,,,,,0,1,1
Codec,18,locus,Yes,1.0,1.0,1.0,16.73118495941162,2025-11-18T16:27:27.786107,2025-12-22T16:51:28.189176,,,,,,,,,,1,1,1
Collections,1,boostnsift,No,,0.0,0.0,1.2525634765625,2025-11-27T08:04:00.769137,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,1,buglocator,No,,0.0,0.0,0.2235302925109863,2025-11-18T16:29:21.642233,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,1,locus,No,,0.0,0.0,9.25286626815796,2025-12-10T13:54:33.787753,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,2,boostnsift,No,,0.0,0.0,0.2373363971710205,2025-11-18T16:29:26.318633,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,2,buglocator,No,,0.0,0.0,0.2303640842437744,2025-11-18T16:29:26.437366,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,2,locus,No,,0.0,0.0,5.147430181503296,2025-12-10T13:55:32.701988,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,3,boostnsift,No,,0.0,0.0,0.2195165157318115,2025-11-18T16:31:03.586996,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,3,buglocator,No,,0.0,0.0,0.2318735122680664,2025-11-18T16:31:03.818909,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,3,locus,No,,0.0,0.0,8.72895860671997,2025-12-10T13:57:08.122270,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,4,boostnsift,No,,0.0,0.0,0.2115087509155273,2025-11-18T16:31:04.320425,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,4,buglocator,No,,0.0,0.0,0.2555701732635498,2025-11-18T16:31:04.576033,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,4,locus,No,,0.0,0.0,4.856000900268555,2025-12-10T13:57:12.983202,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,5,boostnsift,No,,0.0,0.0,0.2182960510253906,2025-11-18T16:31:05.100272,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,5,buglocator,No,,0.0,0.0,0.2341923713684082,2025-11-18T16:31:05.334505,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,5,locus,No,,0.0,0.0,5.568836212158203,2025-12-10T13:57:18.556468,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,6,boostnsift,No,,0.0,0.0,0.2165539264678955,2025-11-18T16:31:05.839535,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,6,buglocator,No,,0.0,0.0,0.250978946685791,2025-11-18T16:31:06.090589,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,6,locus,No,,0.0,0.0,12.643718481063845,2025-12-10T13:57:30.265748,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,7,boostnsift,No,,0.0,0.0,0.232560396194458,2025-11-18T16:31:06.633544,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,7,buglocator,No,,0.0,0.0,0.2187426090240478,2025-11-18T16:31:06.852343,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,7,locus,No,,0.0,0.0,13.680573225021362,2025-12-10T13:57:32.241313,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,8,boostnsift,No,,0.0,0.0,0.2479434013366699,2025-11-18T16:31:07.394403,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,8,buglocator,No,,0.0,0.0,0.2104332447052002,2025-11-18T16:31:07.604891,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,8,locus,No,,0.0,0.0,4.713693141937256,2025-12-10T13:57:34.983855,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,9,boostnsift,No,,0.0,0.0,0.2412333488464355,2025-11-18T16:31:08.180198,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,9,buglocator,No,,0.0,0.0,0.2484116554260254,2025-11-18T16:31:08.428678,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,9,locus,No,,0.0,0.0,12.525291442871094,2025-12-10T13:57:44.771034,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,10,boostnsift,No,,0.0,0.0,0.2501294612884521,2025-11-18T16:29:21.892417,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,10,buglocator,No,,0.0,0.0,0.2539315223693847,2025-11-18T16:29:22.142050,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,10,locus,No,,0.0,0.0,9.878917455673218,2025-12-10T13:54:34.423814,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,11,boostnsift,No,,0.0,0.0,0.2446098327636718,2025-11-18T16:29:22.386694,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,11,buglocator,No,,0.0,0.0,0.2339808940887451,2025-11-18T16:29:22.452552,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,11,locus,No,,0.0,0.0,12.293784141540527,2025-12-10T13:54:46.085555,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,12,boostnsift,No,,0.0,0.0,0.2365269660949707,2025-11-18T16:29:22.689156,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,12,buglocator,No,,0.0,0.0,0.2574923038482666,2025-11-18T16:29:22.946696,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,12,locus,No,,0.0,0.0,13.675361156463625,2025-12-10T13:54:48.102759,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,13,boostnsift,No,,0.0,0.0,0.2489855289459228,2025-11-18T16:29:23.195724,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,13,buglocator,No,,0.0,0.0,0.2678894996643066,2025-11-18T16:29:23.310936,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,13,locus,No,,0.0,0.0,13.040706157684326,2025-12-10T13:54:59.130524,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,14,boostnsift,No,,0.0,0.0,0.2171521186828613,2025-11-18T16:29:23.528121,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,14,buglocator,No,,0.0,0.0,0.2695505619049072,2025-11-18T16:29:23.764181,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,14,locus,No,,0.0,0.0,12.935477018356323,2025-12-10T13:55:01.042277,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,15,boostnsift,No,,0.0,0.0,0.2279696464538574,2025-11-18T16:29:23.992214,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,15,buglocator,No,,0.0,0.0,0.2254672050476074,2025-11-18T16:29:24.098980,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,15,locus,No,,0.0,0.0,12.91128396987915,2025-12-10T13:55:12.047008,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,16,boostnsift,No,,0.0,0.0,0.5782785415649414,2025-11-18T16:29:24.677292,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,16,buglocator,No,,0.0,0.0,0.2353255748748779,2025-11-18T16:29:24.522922,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,16,locus,No,,0.0,0.0,12.982904434204102,2025-12-10T13:55:14.029869,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,17,boostnsift,No,,0.0,0.0,0.2932074069976806,2025-11-18T16:29:24.970529,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,17,buglocator,No,,0.0,0.0,0.2618546485900879,2025-11-18T16:29:25.232414,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,17,locus,No,,0.0,0.0,4.8752760887146,2025-12-10T13:55:16.926645,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,18,boostnsift,No,,0.0,0.0,0.2773580551147461,2025-11-18T16:29:25.509839,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,18,buglocator,No,,0.0,0.0,0.2360639572143554,2025-11-18T16:29:25.607039,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,18,locus,No,,0.0,0.0,13.514512538909912,2025-12-10T13:55:27.549457,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,19,boostnsift,No,,0.0,0.0,0.2465436458587646,2025-11-18T16:29:25.853614,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,19,buglocator,No,,0.0,0.0,0.2704803943634033,2025-11-18T16:29:26.081242,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,19,locus,No,,0.0,0.0,16.575189113616943,2025-12-10T13:55:33.506414,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,20,boostnsift,No,,0.0,0.0,0.2323648929595947,2025-11-18T16:29:26.669765,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,20,buglocator,No,,0.0,0.0,0.254556655883789,2025-11-18T16:29:26.885532,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,20,locus,No,,0.0,0.0,16.608954429626465,2025-12-10T13:55:49.315314,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,21,boostnsift,No,,0.0,0.0,0.2358627319335937,2025-11-18T16:29:27.121460,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,21,buglocator,No,,0.0,0.0,0.2329773902893066,2025-11-18T16:29:27.219852,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,21,locus,No,,0.0,0.0,13.79568576812744,2025-12-10T13:55:47.307260,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,22,boostnsift,No,,0.0,0.0,0.2276358604431152,2025-11-18T16:29:27.447526,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,22,buglocator,No,,0.0,0.0,0.3042559623718261,2025-11-18T16:29:27.747644,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,22,locus,Yes,5.0,0.2,0.2,17.181008338928223,2025-12-10T13:56:04.493291,2025-12-22T16:51:28.653894,,,,,,,,,,0,1,1
Collections,23,boostnsift,No,,0.0,0.0,0.2562518119812011,2025-11-18T16:29:28.003930,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,23,buglocator,No,,0.0,0.0,0.2449257373809814,2025-11-18T16:29:28.041819,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,23,locus,Yes,27.0,0.037037,0.037037,21.11459970474243,2025-12-10T13:56:10.435371,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,24,boostnsift,No,,0.0,0.0,0.2713663578033447,2025-11-18T16:29:28.313215,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,24,buglocator,No,,0.0,0.0,0.2596220970153808,2025-11-18T16:29:28.572873,2025-12-22T16:51:28.653894,,,,,,,,,,0,0,0
Collections,24,locus,Yes,2.0,0.5,0.5,20.974109411239624,2025-12-10T13:56:25.471924,2025-12-22T16:51:28.653894,,,,,,,,,,0,1,1
Collections,25,FlexFL,Yes,1.0,1.0,0.3333333333333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1
Collections,25,boostnsift,Yes,3.0,0.333333,0.333333,30.940024614334103,2025-11-18T16:29:59.698710,2025-12-22T16:51:28.653894,61.7375,167.8,410071858.75,839489945.0,134861973094.0,806.0,0.0,0.0,0.0,0,1,1
Collections,25,buglocator,Yes,2.0,0.5,0.5,22.710689783096313,2025-11-18T16:29:51.425645,2025-12-22T16:51:28.653894,134.395,268.79,116129792.0,232259584.0,134861973094.0,646.0,0.0,0.0,0.0,0,1,1
Collections,25,locus,Yes,5.0,0.2,0.2,24.4721040725708,2025-12-10T13:56:34.912407,2025-12-22T16:51:28.653894,,,,,,,,,,0,1,1
